Id,Adult,Ages,ColleagueSatisfaction,CompaniesWorkedCount,CompanyDuration,Division,DurationWithCurrManager,EducationBackground,EducationField,HomeDist,JobEngagement,JobLvl,LastPromotion,MarriageStatus,MonthlyPay,Outstation,Performance,Role,RoleDuration,SalaryIncreaseRate,Sex,StockOptionLvl,TrainingCount,WorkLifeQuality,WorkOverTime,WorkSatisfaction,WorkingDuration,WorkingHours,WorkplaceSatisfaction,Resigned
700,Y,64,Very High,4.0,26.0,Research & Development,10,Bachelor,,6.0,High,5,7,Married,3372.0,rare,High,Manager,8,11,Female,0.0,4,Bad,No,Low,30,80,Low,0
701,Y,63,High,2.0,5.0,Sales,4,Secondary,Technical Degree,1.0,High,3,0,Married,8589.0,rare,High,Manager,4,15,Male,1.0,0,Bad,Yes,Very High,13,80,Medium,0
702,Y,34,Low,0.0,8.0,Research & Development,1,Secondary,Medical,12.0,High,2,5,Married,16296.0,rare,High,Healthcare Representative,7,14,Female,1.0,4,Better,Yes,Very High,9,80,Medium,0
703,Y,50,Low,2.0,8.0,Sales,8,Doctorate,Marketing,1.0,High,2,4,Married,14848.0,rare,High,Sales Executive,7,15,Female,1.0,1,Better,No,Very High,13,80,Medium,0
704,Y,32,High,8.0,4.0,Sales,1,Bachelor,Life Sciences,6.0,Medium,3,0,Divorced,18938.0,rare,Very High,Manager,4,25,Male,1.0,2,Good,No,Very High,9,80,High,0
705,Y,31,High,1.0,10.0,Research & Development,9,Primary,Life Sciences,1.0,Medium,3,3,Single,15768.0,no travel,Very High,Manufacturing Director,8,26,Male,0.0,1,Better,No,High,11,80,High,0
706,Y,46,Very High,1.0,22.0,Research & Development,14,Secondary,Life Sciences,3.0,Very High,5,9,Divorced,13264.0,rare,High,Manager,10,15,Male,2.0,3,Good,No,Low,24,80,High,0
707,Y,34,Low,0.0,4.0,Sales,3,Master,Marketing,8.0,High,2,0,Single,13923.0,rare,High,Sales Executive,2,19,Female,0.0,2,Better,Yes,Low,5,80,Low,1
708,Y,56,Low,2.0,13.0,Sales,12,Bachelor,Marketing,1.0,Medium,3,4,Married,17664.0,frequent,High,Sales Executive,7,12,Female,1.0,1,Better,No,Medium,27,80,High,0
709,Y,22,High,1.0,0.0,Research & Development,0,Bachelor,Medical,12.0,High,1,0,Single,17844.0,rare,High,Laboratory Technician,0,17,Female,0.0,4,Better,No,Very High,1,80,Medium,0
710,Y,25,Medium,1.0,6.0,Research & Development,6,Primary,Technical Degree,3.0,High,1,3,Married,3918.0,rare,High,Laboratory Technician,7,17,Male,1.0,2,Best,Yes,Very High,6,80,Very High,1
711,Y,36,Medium,1.0,9.0,Research & Development,9,Master,Medical,8.0,High,2,0,Single,14151.0,rare,High,Research Scientist,7,22,Male,0.0,4,Better,No,High,9,80,Medium,0
712,Y,31,High,2.0,6.0,Research & Development,8,Bachelor,Life Sciences,13.0,Very High,2,0,Married,7202.0,rare,High,Healthcare Representative,0,18,Male,1.0,2,Better,No,High,9,80,High,0
713,Y,30,High,1.0,9.0,Research & Development,8,Master,Medical,2.0,Medium,3,0,Married,16204.0,rare,High,Research Director,2,21,Male,0.0,1,Better,No,High,9,80,Medium,0
714,Y,43,Medium,1.0,19.0,Research & Development,10,Primary,Life Sciences,6.0,Low,5,3,Divorced,15302.0,no travel,Very High,Research Director,18,26,Female,2.0,2,Better,No,High,19,80,Medium,0
715,Y,58,Medium,6.0,8.0,Research & Development,2,Primary,Medical,1.0,Medium,4,4,Single,13152.0,no travel,High,Manager,7,17,Male,0.0,2,Best,No,Low,28,80,High,0
716,Y,37,High,0.0,4.0,Human Resources,3,Bachelor,Life Sciences,7.0,Medium,1,0,Married,6844.0,rare,Very High,Human Resources,4,25,Male,0.0,2,Better,No,Low,5,80,Low,0
717,Y,36,High,1.0,1.0,Research & Development,0,Secondary,Other,3.0,High,1,0,Divorced,8496.0,rare,High,Laboratory Technician,0,12,Male,1.0,2,Better,No,Very High,1,80,High,0
718,Y,37,Very High,1.0,9.0,Sales,8,Master,Medical,8.0,High,3,6,Single,11696.0,no travel,High,Sales Executive,3,15,Male,,2,Good,No,Very High,9,80,Medium,0
719,Y,61,High,,,Sales,0,Bachelor,Life Sciences,17.0,High,4,0,Married,9114.0,rare,High,Manager,0,14,Female,1.0,1,Good,Yes,Very High,26,80,Very High,0
720,Y,36,Medium,1.0,3.0,Research & Development,2,Bachelor,Medical,1.0,Medium,1,0,Single,16353.0,rare,High,Laboratory Technician,0,22,Male,0.0,2,Better,No,Low,3,80,Very High,0
721,Y,56,Very High,6.0,4.0,Sales,4,Secondary,Marketing,6.0,Medium,3,0,Married,15615.0,rare,High,Sales Executive,2,21,Female,1.0,2,Better,Yes,Very High,32,80,Low,0
722,Y,49,High,7.0,7.0,Research & Development,8,Master,Technical Degree,11.0,High,2,0,Married,2117.0,no travel,High,Research Scientist,7,21,Male,1.0,3,Best,No,Medium,14,80,High,0
723,Y,35,Very High,2.0,3.0,Research & Development,2,Secondary,Medical,23.0,High,1,0,Single,4721.0,rare,High,Research Scientist,2,17,Female,0.0,2,Better,No,Medium,8,80,Very High,0
724,Y,36,High,,4.0,Research & Development,4,Master,Medical,1.0,Medium,1,0,Single,10718.0,frequent,High,Research Scientist,4,15,Male,0.0,1,Best,Yes,Very High,5,80,Low,0
725,Y,38,High,3.0,8.0,Sales,9,Master,Marketing,3.0,High,1,3,Divorced,2418.0,frequent,High,Sales Representative,8,19,Male,1.0,1,Better,No,Very High,12,80,Low,0
726,Y,55,High,8.0,7.0,Sales,8,Bachelor,Life Sciences,4.0,High,3,4,Single,16210.0,rare,High,Sales Executive,7,22,Male,0.0,1,Good,Yes,Medium,9,80,Medium,1
727,Y,45,High,4.0,1.0,Sales,0,Bachelor,Medical,21.0,Medium,3,0,Divorced,4399.0,rare,High,Sales Executive,0,14,Male,1.0,4,Better,No,Very High,16,80,High,0
728,Y,20,Medium,,1.0,Research & Development,0,Bachelor,Technical Degree,3.0,High,1,0,Single,10019.0,rare,High,Laboratory Technician,0,22,Male,0.0,1,Better,No,Low,1,80,Low,1
729,Y,43,Medium,2.0,19.0,Human Resources,6,Master,Human Resources,8.0,Medium,5,8,Divorced,7008.0,rare,High,Manager,6,17,Male,3.0,1,Good,No,Very High,21,80,Medium,0
730,Y,48,Very High,1.0,8.0,Sales,8,Secondary,Medical,8.0,Medium,3,2,,10446.0,rare,High,Sales Executive,8,18,Male,0.0,2,Better,No,Very High,8,80,High,1
731,Y,37,Medium,6.0,1.0,Research & Development,0,Bachelor,Other,12.0,High,2,0,Divorced,6280.0,rare,High,Laboratory Technician,0,15,Male,1.0,2,Good,No,High,8,80,Low,1
732,Y,39,High,1.0,1.0,Research & Development,0,Secondary,Life Sciences,1.0,High,1,0,Married,9364.0,frequent,Very High,Laboratory Technician,0,28,Male,1.0,2,Better,Yes,Very High,1,80,Very High,0
733,Y,45,Low,1.0,12.0,Research & Development,12,Secondary,Life Sciences,12.0,Medium,4,4,,3134.0,rare,Very High,Research Director,11,29,Male,1.0,2,Better,No,High,13,80,High,0
734,Y,36,High,0.0,4.0,Sales,2,Master,Marketing,15.0,High,2,2,Married,17483.0,frequent,High,Sales Executive,2,21,Female,1.0,0,Good,Yes,High,4,80,Very High,1
735,Y,20,Very High,1.0,2.0,Sales,2,Bachelor,Medical,1.0,Medium,1,0,Single,16586.0,rare,High,Sales Representative,2,14,Female,0.0,2,Good,No,High,2,80,High,1
736,Y,46,Very High,1.0,9.0,Research & Development,6,Bachelor,Medical,12.0,High,3,0,Married,10794.0,rare,High,Healthcare Representative,7,11,Female,1.0,1,Better,No,Very High,9,80,Low,1
737,Y,29,Medium,4.0,4.0,Research & Development,3,Bachelor,Life Sciences,20.0,Medium,1,0,Single,9975.0,rare,High,Laboratory Technician,2,15,Male,0.0,3,Better,Yes,High,5,80,High,1
738,Y,30,High,1.0,1.0,Research & Development,0,Bachelor,Technical Degree,3.0,Medium,1,0,Divorced,7840.0,rare,High,Research Scientist,0,14,Female,1.0,1,Better,No,Low,1,80,Very High,0
739,Y,42,High,4.0,16.0,Sales,12,Master,Life Sciences,4.0,Medium,3,0,Married,17835.0,frequent,Very High,Sales Executive,14,25,Male,1.0,1,Better,Yes,Low,18,80,Very High,0
740,Y,61,Very High,2.0,5.0,Research & Development,4,Bachelor,Technical Degree,4.0,Medium,3,0,Divorced,7294.0,rare,High,Healthcare Representative,0,14,Female,1.0,2,Better,Yes,Medium,22,80,High,0
741,Y,41,High,1.0,19.0,Research & Development,9,Bachelor,Medical,18.0,High,3,1,Single,4265.0,frequent,High,Manufacturing Director,6,14,Female,0.0,1,Better,Yes,Low,19,80,Very High,0
742,Y,35,Medium,1.0,7.0,Research & Development,8,Master,Technical Degree,8.0,Medium,2,4,Married,11707.0,frequent,High,Healthcare Representative,2,15,Male,1.0,2,Good,No,High,7,80,Very High,0
743,Y,24,Very High,0.0,4.0,Research & Development,3,Secondary,Other,8.0,Very High,2,0,Divorced,6551.0,no travel,High,Manufacturing Director,2,21,Female,1.0,4,Good,No,High,4,80,Low,0
744,Y,35,High,5.0,1.0,Research & Development,0,Master,Life Sciences,5.0,Medium,2,0,Divorced,11465.0,rare,High,Research Scientist,0,17,Female,1.0,2,Better,No,Medium,11,80,High,0
745,Y,35,Very High,1.0,8.0,Research & Development,6,Bachelor,Life Sciences,6.0,Low,2,0,Single,17192.0,frequent,Very High,Laboratory Technician,7,29,Male,0.0,2,Better,Yes,High,8,80,Low,1
746,Y,32,Very High,1.0,4.0,Research & Development,3,Secondary,Medical,2.0,High,1,1,Divorced,3475.0,no travel,High,Research Scientist,2,14,Male,1.0,2,Best,Yes,Low,3,80,High,0
747,Y,46,Very High,2.0,4.0,Research & Development,3,Bachelor,Life Sciences,4.0,Medium,1,0,Single,6363.0,no travel,High,Laboratory Technician,2,15,Male,0.0,4,Better,No,High,6,80,High,0
748,Y,27,Very High,1.0,3.0,Research & Development,2,Doctorate,,7.0,Low,1,0,Married,4835.0,no travel,High,Laboratory Technician,2,22,Male,3.0,3,Better,No,High,3,80,Low,0
749,Y,33,Very High,7.0,,Sales,2,Master,Other,8.0,Very High,2,0,,17938.0,no travel,High,Sales Executive,2,12,Male,0.0,1,Better,No,High,5,80,Very High,1
750,Y,47,Very High,3.0,4.0,Research & Development,3,Bachelor,Technical Degree,23.0,High,1,0,Married,3903.0,rare,Very High,Research Scientist,4,24,Male,1.0,2,Better,No,Very High,7,80,Very High,0
751,Y,35,Medium,7.0,4.0,Sales,4,Bachelor,Marketing,15.0,Very High,2,0,Single,3952.0,no travel,High,Sales Executive,2,14,Male,0.0,2,Good,Yes,Very High,8,80,Low,1
752,Y,32,Low,0.0,3.0,Research & Development,2,Secondary,Medical,8.0,Medium,1,0,Single,8069.0,no travel,Very High,Research Scientist,2,26,Male,0.0,0,Better,Yes,Low,3,80,High,1
753,Y,43,Medium,3.0,6.0,Research & Development,8,Bachelor,Life Sciences,8.0,Medium,4,4,Divorced,9932.0,frequent,High,Manager,6,14,Male,1.0,1,Good,No,Low,19,80,Very High,0
754,Y,27,Medium,7.0,1.0,Sales,0,Bachelor,Medical,8.0,Very High,1,0,Married,5313.0,rare,High,Sales Representative,0,15,Female,1.0,3,Better,No,Very High,4,80,High,0
755,Y,47,Medium,0.0,7.0,Sales,8,Bachelor,Other,1.0,High,2,2,Married,12320.0,rare,High,Sales Executive,7,22,Male,1.0,2,Best,No,Medium,8,80,Very High,0
756,Y,33,Low,1.0,1.0,Research & Development,0,Master,Life Sciences,1.0,High,1,0,Single,18619.0,rare,High,Laboratory Technician,0,12,Male,0.0,1,Better,No,Medium,1,80,Very High,1
757,Y,27,Very High,0.0,6.0,Research & Development,3,Bachelor,Life Sciences,12.0,Medium,1,4,Married,17887.0,frequent,High,Research Scientist,6,22,Female,1.0,1,Good,No,Low,7,80,Very High,0
758,Y,36,Very High,1.0,1.0,Research & Development,0,Bachelor,Life Sciences,1.0,High,1,0,Divorced,19902.0,rare,High,Laboratory Technician,0,12,Female,1.0,1,Better,Yes,Low,1,80,Low,1
759,Y,30,Medium,1.0,3.0,Sales,2,Bachelor,Technical Degree,16.0,High,1,0,Married,13791.0,frequent,High,Sales Representative,1,17,Female,1.0,4,Better,No,Very High,3,80,High,0
760,Y,59,High,3.0,0.0,Sales,0,Doctorate,Marketing,8.0,Medium,2,0,Married,15334.0,rare,High,Sales Executive,0,18,Female,1.0,2,Better,No,Low,5,80,Very High,0
761,Y,35,High,3.0,6.0,Research & Development,8,Master,Life Sciences,8.0,High,2,0,Married,5082.0,frequent,High,Laboratory Technician,1,19,Male,1.0,2,Good,No,Low,10,80,Very High,1
762,Y,35,Low,1.0,5.0,Sales,3,Primary,Life Sciences,8.0,High,2,0,Married,4806.0,rare,Very High,Sales Executive,5,24,Female,0.0,2,Good,No,High,5,80,Medium,0
763,Y,32,Very High,1.0,12.0,Research & Development,9,Primary,Life Sciences,8.0,High,3,0,Divorced,11025.0,rare,Very High,Manufacturing Director,8,31,Male,1.0,4,Best,No,Medium,12,80,High,0
764,Y,36,Medium,5.0,7.0,Research & Development,8,Master,Medical,1.0,Medium,1,0,Married,12438.0,rare,High,Laboratory Technician,0,12,Male,1.0,1,Better,No,High,9,80,Very High,0
765,Y,41,Very High,5.0,17.0,Research & Development,2,Master,Medical,10.0,Medium,4,10,Divorced,13160.0,rare,High,Manager,10,14,Female,2.0,3,Better,Yes,Medium,19,80,High,0
766,Y,59,Low,5.0,6.0,Human Resources,8,Master,Life Sciences,7.0,High,5,4,,3494.0,rare,High,Manager,3,15,Male,0.0,3,Better,No,Medium,33,80,Very High,0
767,Y,20,Low,1.0,2.0,Sales,2,Primary,Life Sciences,8.0,High,1,0,Single,15882.0,rare,High,Sales Representative,2,11,Male,0.0,2,Better,No,Low,2,80,Very High,0
768,Y,35,Very High,1.0,4.0,Research & Development,0,Master,Medical,8.0,High,1,1,Divorced,4910.0,frequent,High,Research Scientist,3,19,Male,1.0,3,Best,Yes,High,4,80,Very High,0
769,Y,36,Very High,1.0,4.0,Research & Development,1,Master,Life Sciences,1.0,Low,1,0,,7074.0,rare,High,Research Scientist,3,12,Female,1.0,4,Better,No,Very High,3,80,High,0
770,Y,46,High,4.0,4.0,Sales,3,Doctorate,Marketing,1.0,High,2,0,Divorced,3485.0,rare,Very High,Sales Executive,3,25,Female,1.0,1,Good,Yes,Low,8,80,Medium,0
771,Y,38,Medium,5.0,5.0,Research & Development,3,Master,Life Sciences,1.0,High,2,2,Married,11974.0,rare,High,Manufacturing Director,5,12,Female,1.0,1,Good,No,Medium,7,80,Medium,0
772,Y,45,High,3.0,1.0,Research & Development,0,Master,Other,5.0,Medium,4,0,Divorced,2513.0,rare,High,Research Director,0,15,Male,1.0,2,Good,Yes,Very High,19,80,Medium,0
773,Y,38,Low,,4.0,Research & Development,1,Bachelor,Other,2.0,High,2,0,Single,10629.0,rare,High,Healthcare Representative,3,17,Female,0.0,2,Good,No,Medium,7,80,Very High,0
774,Y,23,High,1.0,4.0,Research & Development,4,Secondary,Other,9.0,High,1,0,Single,10501.0,rare,High,Laboratory Technician,2,14,Male,0.0,4,Best,No,Very High,4,80,Very High,0
775,Y,42,High,2.0,6.0,Research & Development,8,Master,Life Sciences,8.0,Very High,1,0,Married,16908.0,rare,High,Laboratory Technician,7,14,Female,1.0,2,Better,Yes,High,9,80,Very High,0
776,Y,27,Very High,1.0,,Research & Development,8,Master,Life Sciences,14.0,High,1,4,Single,19221.0,rare,High,Research Scientist,2,14,Female,0.0,1,Better,Yes,High,7,80,Very High,1
777,Y,33,Very High,3.0,5.0,Research & Development,4,Primary,Technical Degree,1.0,Medium,2,0,Single,14905.0,rare,High,Laboratory Technician,2,14,Male,0.0,4,Better,No,Low,8,80,Very High,0
778,Y,27,Very High,1.0,5.0,Sales,4,Bachelor,Marketing,8.0,Medium,2,2,Married,5729.0,rare,High,Sales Executive,2,11,Female,0.0,2,Better,Yes,Very High,5,80,Very High,0
779,Y,38,Low,2.0,12.0,Research & Development,8,Doctorate,Medical,21.0,High,2,6,Married,17903.0,no travel,High,Research Scientist,12,17,Female,2.0,1,Better,Yes,High,13,80,Medium,0
780,Y,53,Very High,6.0,5.0,Sales,1,Master,Life Sciences,1.0,High,2,0,Divorced,10925.0,frequent,High,Sales Executive,3,12,Male,2.0,2,Better,No,High,11,80,Medium,1
781,Y,27,High,0.0,4.0,Research & Development,3,Master,Medical,5.0,Medium,1,0,Divorced,4214.0,rare,High,Research Scientist,3,12,Female,2.0,4,Good,No,High,5,80,Low,0
782,Y,25,High,3.0,2.0,Human Resources,2,Bachelor,Human Resources,1.0,High,1,0,Married,14845.0,rare,High,Human Resources,0,15,Female,0.0,2,Better,No,Medium,5,80,High,0
783,Y,52,Medium,3.0,2.0,Research & Development,2,Bachelor,Medical,13.0,High,1,1,Divorced,18684.0,rare,High,Laboratory Technician,2,18,Female,1.0,1,Good,Yes,Low,15,80,Very High,0
784,Y,38,Very High,3.0,1.0,Sales,0,Master,Marketing,13.0,Medium,2,0,Divorced,18405.0,rare,High,Sales Executive,0,22,Male,2.0,1,Better,No,High,8,80,Very High,0
785,Y,43,Low,2.0,3.0,Research & Development,2,Bachelor,Life Sciences,4.0,Very High,2,0,Single,11850.0,rare,High,Healthcare Representative,2,12,Male,0.0,2,Bad,No,Medium,10,80,Medium,0
786,Y,37,High,1.0,9.0,Research & Development,9,Master,Life Sciences,3.0,Medium,2,0,,16987.0,rare,High,Laboratory Technician,4,18,Male,0.0,1,Good,No,Very High,9,80,Low,0
787,Y,48,High,4.0,7.0,Sales,8,Bachelor,Life Sciences,8.0,High,3,0,Married,10747.0,rare,Very High,Sales Executive,7,25,Female,,1,Better,No,Medium,13,80,High,1
788,Y,27,Medium,1.0,8.0,Research & Development,9,Primary,Technical Degree,4.0,Medium,3,0,Divorced,6994.0,rare,High,Research Director,8,18,Male,,2,Better,Yes,Very High,8,80,High,0
789,Y,38,Medium,5.0,1.0,Research & Development,0,Bachelor,Medical,8.0,High,3,0,Divorced,16964.0,frequent,High,Manufacturing Director,0,11,Male,2.0,4,Better,No,High,15,80,Low,1
790,Y,38,Low,4.0,1.0,Research & Development,0,Secondary,Medical,8.0,Low,2,0,Married,11017.0,rare,High,Healthcare Representative,0,17,Female,0.0,1,Bad,No,Medium,13,80,Low,1
791,Y,26,Medium,1.0,7.0,Research & Development,8,Master,Medical,2.0,Very High,1,0,Married,10319.0,rare,Very High,Laboratory Technician,7,26,Male,1.0,1,Better,No,Very High,7,80,Low,0
792,Y,30,Medium,3.0,3.0,Research & Development,2,Bachelor,Technical Degree,15.0,High,2,0,Divorced,17016.0,rare,High,Manufacturing Director,2,12,Male,2.0,1,Best,No,Very High,7,80,Very High,0
793,Y,42,Low,2.0,5.0,Sales,0,Secondary,Marketing,18.0,Medium,2,0,Married,5010.0,rare,High,Sales Executive,4,12,Male,2.0,4,Better,Yes,High,7,80,High,1
794,Y,34,High,1.0,5.0,Sales,4,Master,Medical,1.0,High,2,0,Divorced,3421.0,rare,High,Sales Executive,2,15,Male,2.0,4,Better,No,Very High,5,80,Very High,0
795,Y,35,High,1.0,,Research & Development,3,Master,Medical,1.0,Medium,1,0,Single,6042.0,rare,High,Research Scientist,5,11,Female,0.0,2,Better,No,Low,5,80,High,0
796,Y,35,Low,2.0,4.0,Research & Development,2,Bachelor,Medical,7.0,Very High,2,0,Married,8001.0,rare,High,Laboratory Technician,3,12,Male,0.0,2,Best,No,High,5,80,Medium,0
797,Y,22,Low,1.0,4.0,Research & Development,1,Primary,Life Sciences,7.0,Low,1,0,Married,5570.0,rare,High,Laboratory Technician,3,17,Male,1.0,2,Good,No,Low,3,80,Medium,0
798,Y,31,Medium,1.0,,Research & Development,9,Primary,Life Sciences,13.0,High,1,0,Married,3341.0,rare,High,Research Scientist,0,12,Male,1.0,1,Good,No,Very High,9,80,Medium,0
799,Y,24,Low,1.0,1.0,Research & Development,0,Secondary,Life Sciences,14.0,High,1,0,Married,3022.0,rare,High,Laboratory Technician,0,14,Female,1.0,2,Bad,No,Medium,1,80,Very High,1
800,Y,36,Low,1.0,9.0,Sales,6,Doctorate,Marketing,1.0,High,3,0,Married,8880.0,rare,High,Sales Executive,8,14,Male,2.0,2,Better,No,Medium,9,80,High,0
801,Y,42,Very High,2.0,1.0,Research & Development,0,Secondary,Medical,22.0,Medium,2,0,Married,15969.0,frequent,High,Research Scientist,1,14,Female,1.0,2,Bad,Yes,Very High,14,80,High,0
802,Y,34,Very High,5.0,3.0,Research & Development,1,Master,Medical,3.0,Medium,1,0,,10193.0,rare,Very High,Research Scientist,2,25,Female,0.0,2,Better,No,Medium,6,80,High,0
803,Y,59,Low,1.0,12.0,Research & Development,10,Master,Life Sciences,1.0,High,2,0,Divorced,19624.0,no travel,Very High,Healthcare Representative,13,25,Male,1.0,1,Good,No,High,12,80,High,0
804,Y,55,Very High,2.0,4.0,Research & Development,4,Secondary,Life Sciences,3.0,High,4,0,Married,8060.0,rare,High,Manager,2,14,Female,0.0,1,Bad,No,Very High,28,80,Very High,0
805,Y,35,Low,4.0,4.0,Research & Development,2,Bachelor,Life Sciences,1.0,Medium,1,0,Married,3266.0,rare,High,Laboratory Technician,4,19,Female,1.0,1,Good,No,Medium,6,80,Very High,0
806,Y,38,High,6.0,5.0,Research & Development,4,Secondary,Medical,4.0,High,2,0,Divorced,17403.0,rare,High,Manufacturing Director,2,18,Male,2.0,1,Good,No,Very High,7,80,Very High,0
807,Y,30,High,0.0,3.0,Research & Development,2,Primary,Life Sciences,1.0,High,1,0,Married,3963.0,frequent,High,Laboratory Technician,2,14,Female,3.0,2,Better,No,Medium,3,80,Very High,0
808,Y,38,Very High,1.0,8.0,Sales,8,Master,Medical,8.0,High,3,4,Divorced,18484.0,no travel,High,Sales Executive,5,14,Male,1.0,4,Better,No,Medium,8,80,Low,0
809,Y,39,Very High,2.0,4.0,Research & Development,2,Secondary,Medical,1.0,Medium,3,0,Married,10884.0,rare,High,Manufacturing Director,4,22,Female,1.0,4,Best,Yes,High,9,80,Very High,0
810,Y,37,Low,,14.0,Research & Development,12,Primary,Life Sciences,11.0,High,2,2,Married,4075.0,rare,High,Healthcare Representative,8,19,Male,1.0,1,Good,Yes,Very High,15,80,High,0
811,Y,35,High,2.0,4.0,Sales,1,Primary,Medical,2.0,Medium,2,0,Married,12551.0,rare,High,Sales Executive,2,12,Female,0.0,2,Good,Yes,Very High,8,80,Very High,0
812,Y,32,Very High,2.0,,Research & Development,8,Master,Life Sciences,6.0,High,2,0,Divorced,7492.0,rare,Very High,Laboratory Technician,7,26,Male,1.0,2,Good,No,Very High,9,80,Very High,0
813,Y,27,Very High,1.0,8.0,Sales,9,Primary,Medical,19.0,Medium,2,3,Married,5670.0,rare,Very High,Sales Representative,8,25,Female,1.0,4,Better,No,High,8,80,Medium,0
814,Y,36,Very High,0.0,14.0,Research & Development,14,Master,Technical Degree,4.0,High,3,0,Single,13835.0,rare,High,Manufacturing Director,6,14,Male,0.0,4,Better,No,Medium,15,80,High,0
815,Y,47,Low,2.0,21.0,Sales,12,Bachelor,Marketing,1.0,Low,5,0,Single,2384.0,rare,High,Manager,11,18,Female,0.0,1,Better,Yes,Medium,24,80,Low,1
816,Y,47,Medium,3.0,0.0,Research & Development,0,Master,Other,5.0,High,3,0,,11514.0,rare,High,Research Director,0,15,Male,0.0,2,Best,Yes,Low,15,80,Very High,0
817,Y,46,Medium,1.0,7.0,Research & Development,8,Bachelor,Life Sciences,1.0,Very High,3,4,Married,11328.0,rare,High,Healthcare Representative,7,22,Female,1.0,1,Better,Yes,Very High,8,80,High,0
818,Y,34,High,,13.0,Research & Development,12,Secondary,Life Sciences,1.0,High,3,5,Single,11571.0,frequent,High,Research Director,15,12,Female,0.0,0,Better,Yes,Very High,13,80,Low,0
819,Y,27,Very High,8.0,2.0,Research & Development,2,Primary,Medical,1.0,High,1,1,Married,12650.0,rare,High,Laboratory Technician,2,12,Male,1.0,2,Better,No,Medium,5,80,Low,0
820,Y,46,Very High,,20.0,Research & Development,18,Master,Medical,6.0,Medium,3,3,Married,2094.0,rare,High,Healthcare Representative,6,15,Female,1.0,3,Better,No,Very High,22,80,Low,0
821,Y,43,Medium,5.0,3.0,Human Resources,2,Bachelor,Human Resources,3.0,Low,2,0,Married,15672.0,no travel,High,Human Resources,2,22,Male,1.0,3,Better,No,Medium,9,80,High,0
